candidate_code,candidate_name,variable,label,scale,domain,overall_mean,candidate_mean,delta,delta_pct_range
STY_REF,STY/REF,CC24_321e,Oppose 10% police budget cut,"1=Lib (support cut), 2=Con (oppose cut); HIGH=con",Guns/Policing,1.732,1.6968,-0.0352,-4.04
STY_REF,STY/REF,CC24_325,Abortion week limit (40−raw; high=more restrictive),0–39 (0=most permissive),Abortion,23.9201,26.9909,3.0708,13.53
STY_REF,STY/REF,CC24_324b,Permit abortion only rape/incest/life danger,"1=Oppose, 2=Support (HIGH=restrictive)",Abortion,1.486,1.4158,-0.0702,-10.55
STY_REF,STY/REF,CC24_340b,Oppose ban on abortion service restrictions,"1=Lib (support ban), 2=Con (oppose ban); HIGH=con",Abortion,1.3698,1.5118,0.142,22.13
STY_REF,STY/REF,CC24_340c,Oppose same-sex marriage recognition,"1=Lib (support SSM), 2=Con (oppose SSM); HIGH=con",Civil Liberties,1.3393,1.5061,0.1668,22.73
STY_REF,STY/REF,CC24_340e,Renew post-9/11 surveillance programs,"1=Oppose, 2=Support (HIGH=con)",Civil Liberties,1.6598,1.7372,0.0774,11.4
STY_REF,STY/REF,CC24_340f,Deny asylum at the border,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.3683,1.3901,0.0218,2.18
STY_REF,STY/REF,CC24_440b,Racial problems today are rare and isolated,"1=Disagree, 2=Agree (HIGH=racial minimization)",Race/Gender,3.4832,3.2458,-0.2374,-8.5
STY_REF,STY/REF,CC24_440c,Women seek to gain power over men,"1=Disagree, 2=Agree (HIGH=traditional gender)",Race/Gender,3.5378,3.0996,-0.4382,-19.7
STY_REF,STY/REF,CC24_421_1,Disagree: U.S. elections are fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,2.3653,3.0633,0.698,37.95
STY_REF,STY/REF,CC24_421_2,Disagree: 2024 state/local election was fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,1.9098,2.8178,0.908,50.02
STY_REF,STY/REF,CC24_423,Federal government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.41,2.4328,0.0228,4.52
STY_REF,STY/REF,CC24_424,State government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.1875,2.3249,0.1374,30.9
STY_REF,STY/REF,ideo5,Ideology self-placement,1=Very Liberal … 5=Very Conservative,Demographics,3.0532,3.2984,0.2452,9.29
STY_REF,STY/REF,pew_religimp,Importance of religion (flipped: HIGH=more important),1=Not at all important … 4=Very important; HIGH=more religious,Religion,2.7105,2.9354,0.2249,15.39
SD_CON,SD/CON,pew_churatd,Church attendance frequency,1=Never … 6=More than once/week,Religion,4.3467,4.4231,0.0764,5.28
SD_CON,SD/CON,CC24_302,Household income change past year,1–5 scale (see CCES codebook),Economic Context,3.1199,3.1113,-0.0086,-0.99
SD_CON,SD/CON,CC24_303,Perceived price change past year (high=inflation),1–5 scale (higher=more inflation perceived),Economic Context,1.6116,1.5869,-0.0247,-2.73
SD_CON,SD/CON,CC24_341a,Support extending 2017 tax cuts,"1=Oppose, 2=Support (HIGH=con)",Economic,1.3709,1.3372,-0.0337,-4.11
SD_CON,SD/CON,CC24_341c,Oppose raising $400k+ income tax rates,"1=Lib (support raise), 2=Con (oppose raise); HIGH=con",Economic,1.3465,1.2986,-0.0479,-5.18
SD_CON,SD/CON,CC24_341d,Oppose $150B infrastructure spending,"1=Lib (support spending), 2=Con (oppose spending); HIGH=con",Economic,1.1955,1.1519,-0.0436,-9.76
SD_CON,SD/CON,CC24_323a,Oppose legal status for working immigrants,"1=Lib (support legal status), 2=Con (oppose); HIGH=con",Immigration,1.4077,1.4248,0.0171,1.71
SD_CON,SD/CON,CC24_323b,Increase border patrols,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.2043,1.1468,-0.0575,-7.04
SD_CON,SD/CON,CC24_323d,Oppose Dreamers pathway to citizenship,"1=Lib (support pathway), 2=Con (oppose); HIGH=con",Immigration,1.296,1.234,-0.062,-6.22
SD_CON,SD/CON,CC24_321b,Support easier concealed carry permits,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.6107,1.6315,0.0208,2.29
SD_CON,SD/CON,CC24_321d,Increase police funding 10%,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.4328,1.3579,-0.0749,-7.51
SD_CON,SD/CON,CC24_321e,Oppose 10% police budget cut,"1=Lib (support cut), 2=Con (oppose cut); HIGH=con",Guns/Policing,1.732,1.7855,0.0535,6.15
SD_CON,SD/CON,CC24_325,Abortion week limit (40−raw; high=more restrictive),0–39 (0=most permissive),Abortion,23.9201,24.8666,0.9465,4.17
SD_CON,SD/CON,CC24_324b,Permit abortion only rape/incest/life danger,"1=Oppose, 2=Support (HIGH=restrictive)",Abortion,1.486,1.4593,-0.0267,-4.02
SD_CON,SD/CON,CC24_340b,Oppose ban on abortion service restrictions,"1=Lib (support ban), 2=Con (oppose ban); HIGH=con",Abortion,1.3698,1.3359,-0.0339,-5.28
SD_CON,SD/CON,CC24_340c,Oppose same-sex marriage recognition,"1=Lib (support SSM), 2=Con (oppose SSM); HIGH=con",Civil Liberties,1.3393,1.2714,-0.0679,-9.25
SD_CON,SD/CON,CC24_340e,Renew post-9/11 surveillance programs,"1=Oppose, 2=Support (HIGH=con)",Civil Liberties,1.6598,1.5939,-0.0659,-9.71
SD_CON,SD/CON,CC24_340f,Deny asylum at the border,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.3683,1.3157,-0.0526,-5.26
SD_CON,SD/CON,CC24_440b,Racial problems today are rare and isolated,"1=Disagree, 2=Agree (HIGH=racial minimization)",Race/Gender,3.4832,3.5043,0.0211,0.75
SD_CON,SD/CON,CC24_440c,Women seek to gain power over men,"1=Disagree, 2=Agree (HIGH=traditional gender)",Race/Gender,3.5378,3.5241,-0.0137,-0.62
SD_CON,SD/CON,CC24_421_1,Disagree: U.S. elections are fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,2.3653,2.3794,0.0141,0.77
SD_CON,SD/CON,CC24_421_2,Disagree: 2024 state/local election was fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,1.9098,1.8526,-0.0572,-3.15
SD_CON,SD/CON,CC24_423,Federal government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.41,2.4537,0.0437,8.66
SD_CON,SD/CON,CC24_424,State government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.1875,2.2136,0.0261,5.88
SD_CON,SD/CON,ideo5,Ideology self-placement,1=Very Liberal … 5=Very Conservative,Demographics,3.0532,3.117,0.0638,2.42
SD_CON,SD/CON,pew_religimp,Importance of religion (flipped: HIGH=more important),1=Not at all important … 4=Very important; HIGH=more religious,Religion,2.7105,2.7093,-0.0012,-0.08
STY_SD,STY/SD,pew_churatd,Church attendance frequency,1=Never … 6=More than once/week,Religion,4.3467,4.4582,0.1115,7.7
STY_SD,STY/SD,CC24_302,Household income change past year,1–5 scale (see CCES codebook),Economic Context,3.1199,3.0565,-0.0634,-7.35
STY_SD,STY/SD,CC24_303,Perceived price change past year (high=inflation),1–5 scale (higher=more inflation perceived),Economic Context,1.6116,1.7858,0.1743,19.29
STY_SD,STY/SD,CC24_341a,Support extending 2017 tax cuts,"1=Oppose, 2=Support (HIGH=con)",Economic,1.3709,1.453,0.0821,10.01
STY_SD,STY/SD,CC24_341c,Oppose raising $400k+ income tax rates,"1=Lib (support raise), 2=Con (oppose raise); HIGH=con",Economic,1.3465,1.2744,-0.0721,-7.8
STY_SD,STY/SD,CC24_341d,Oppose $150B infrastructure spending,"1=Lib (support spending), 2=Con (oppose spending); HIGH=con",Economic,1.1955,1.1921,-0.0034,-0.77
STY_SD,STY/SD,CC24_323a,Oppose legal status for working immigrants,"1=Lib (support legal status), 2=Con (oppose); HIGH=con",Immigration,1.4077,1.2109,-0.1967,-19.72
STY_SD,STY/SD,CC24_323b,Increase border patrols,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.2043,1.3148,0.1105,13.53
STY_SD,STY/SD,CC24_323d,Oppose Dreamers pathway to citizenship,"1=Lib (support pathway), 2=Con (oppose); HIGH=con",Immigration,1.296,1.0747,-0.2213,-22.19
STY_SD,STY/SD,CC24_321b,Support easier concealed carry permits,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.6107,1.7163,0.1056,11.64
STY_SD,STY/SD,CC24_321d,Increase police funding 10%,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.4328,1.668,0.2352,23.58
STY_SD,STY/SD,CC24_321e,Oppose 10% police budget cut,"1=Lib (support cut), 2=Con (oppose cut); HIGH=con",Guns/Policing,1.732,1.6067,-0.1253,-14.38
STY_SD,STY/SD,CC24_325,Abortion week limit (40−raw; high=more restrictive),0–39 (0=most permissive),Abortion,23.9201,22.449,-1.4711,-6.48
STY_SD,STY/SD,CC24_324b,Permit abortion only rape/incest/life danger,"1=Oppose, 2=Support (HIGH=restrictive)",Abortion,1.486,1.5312,0.0453,6.81
STY_SD,STY/SD,CC24_340b,Oppose ban on abortion service restrictions,"1=Lib (support ban), 2=Con (oppose ban); HIGH=con",Abortion,1.3698,1.3204,-0.0494,-7.7
STY_SD,STY/SD,CC24_340c,Oppose same-sex marriage recognition,"1=Lib (support SSM), 2=Con (oppose SSM); HIGH=con",Civil Liberties,1.3393,1.2488,-0.0905,-12.33
STY_SD,STY/SD,CC24_340e,Renew post-9/11 surveillance programs,"1=Oppose, 2=Support (HIGH=con)",Civil Liberties,1.6598,1.6663,0.0066,0.97
STY_SD,STY/SD,CC24_340f,Deny asylum at the border,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.3683,1.6045,0.2362,23.63
STY_SD,STY/SD,CC24_440b,Racial problems today are rare and isolated,"1=Disagree, 2=Agree (HIGH=racial minimization)",Race/Gender,3.4832,3.8323,0.3491,12.5
STY_SD,STY/SD,CC24_440c,Women seek to gain power over men,"1=Disagree, 2=Agree (HIGH=traditional gender)",Race/Gender,3.5378,3.622,0.0842,3.78
STY_SD,STY/SD,CC24_421_1,Disagree: U.S. elections are fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,2.3653,2.7114,0.3461,18.82
STY_SD,STY/SD,CC24_421_2,Disagree: 2024 state/local election was fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,1.9098,2.3422,0.4325,23.82
STY_SD,STY/SD,CC24_423,Federal government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.41,2.3931,-0.0169,-3.35
STY_SD,STY/SD,CC24_424,State government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.1875,2.2635,0.076,17.1
STY_SD,STY/SD,ideo5,Ideology self-placement,1=Very Liberal … 5=Very Conservative,Demographics,3.0532,2.7132,-0.34,-12.89
STY_SD,STY/SD,pew_religimp,Importance of religion (flipped: HIGH=more important),1=Not at all important … 4=Very important; HIGH=more religious,Religion,2.7105,2.6134,-0.0971,-6.65
REF_STY,REF/STY,pew_churatd,Church attendance frequency,1=Never … 6=More than once/week,Religion,4.3467,4.1429,-0.2038,-14.08
REF_STY,REF/STY,CC24_302,Household income change past year,1–5 scale (see CCES codebook),Economic Context,3.1199,3.3302,0.2103,24.39
REF_STY,REF/STY,CC24_303,Perceived price change past year (high=inflation),1–5 scale (higher=more inflation perceived),Economic Context,1.6116,1.5179,-0.0937,-10.38
REF_STY,REF/STY,CC24_341a,Support extending 2017 tax cuts,"1=Oppose, 2=Support (HIGH=con)",Economic,1.3709,1.2991,-0.0718,-8.76
REF_STY,REF/STY,CC24_341c,Oppose raising $400k+ income tax rates,"1=Lib (support raise), 2=Con (oppose raise); HIGH=con",Economic,1.3465,1.5433,0.1968,21.28
REF_STY,REF/STY,CC24_341d,Oppose $150B infrastructure spending,"1=Lib (support spending), 2=Con (oppose spending); HIGH=con",Economic,1.1955,1.3519,0.1564,35.01
REF_STY,REF/STY,CC24_323a,Oppose legal status for working immigrants,"1=Lib (support legal status), 2=Con (oppose); HIGH=con",Immigration,1.4077,1.6444,0.2367,23.72
REF_STY,REF/STY,CC24_323b,Increase border patrols,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.2043,1.1989,-0.0054,-0.66
REF_STY,REF/STY,CC24_323d,Oppose Dreamers pathway to citizenship,"1=Lib (support pathway), 2=Con (oppose); HIGH=con",Immigration,1.296,1.505,0.209,20.95
REF_STY,REF/STY,CC24_321b,Support easier concealed carry permits,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.6107,1.437,-0.1737,-19.16
REF_STY,REF/STY,CC24_321d,Increase police funding 10%,"1=Oppose, 2=Support (HIGH=con)",Guns/Policing,1.4328,1.5924,0.1596,16.0
REF_STY,REF/STY,CC24_321e,Oppose 10% police budget cut,"1=Lib (support cut), 2=Con (oppose cut); HIGH=con",Guns/Policing,1.732,1.7321,0.0001,0.01
REF_STY,REF/STY,CC24_325,Abortion week limit (40−raw; high=more restrictive),0–39 (0=most permissive),Abortion,23.9201,28.1521,4.232,18.65
REF_STY,REF/STY,CC24_324b,Permit abortion only rape/incest/life danger,"1=Oppose, 2=Support (HIGH=restrictive)",Abortion,1.486,1.4094,-0.0766,-11.53
REF_STY,REF/STY,CC24_340b,Oppose ban on abortion service restrictions,"1=Lib (support ban), 2=Con (oppose ban); HIGH=con",Abortion,1.3698,1.5292,0.1594,24.84
REF_STY,REF/STY,CC24_340c,Oppose same-sex marriage recognition,"1=Lib (support SSM), 2=Con (oppose SSM); HIGH=con",Civil Liberties,1.3393,1.5257,0.1864,25.4
REF_STY,REF/STY,CC24_340e,Renew post-9/11 surveillance programs,"1=Oppose, 2=Support (HIGH=con)",Civil Liberties,1.6598,1.7533,0.0935,13.77
REF_STY,REF/STY,CC24_340f,Deny asylum at the border,"1=Oppose, 2=Support (HIGH=con)",Immigration,1.3683,1.3047,-0.0636,-6.36
REF_STY,REF/STY,CC24_440b,Racial problems today are rare and isolated,"1=Disagree, 2=Agree (HIGH=racial minimization)",Race/Gender,3.4832,3.0994,-0.3838,-13.74
REF_STY,REF/STY,CC24_440c,Women seek to gain power over men,"1=Disagree, 2=Agree (HIGH=traditional gender)",Race/Gender,3.5378,3.009,-0.5288,-23.77
REF_STY,REF/STY,CC24_421_1,Disagree: U.S. elections are fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,2.3653,3.0708,0.7055,38.36
REF_STY,REF/STY,CC24_421_2,Disagree: 2024 state/local election was fair [distrust],"1=Agree (trust), 2=Disagree (distrust)",Institutional Trust,1.9098,2.8186,0.9088,50.06
REF_STY,REF/STY,CC24_423,Federal government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.41,2.4503,0.0403,8.0
REF_STY,REF/STY,CC24_424,State government trust (high=distrust),"1=Trust, 2=Neutral, 3=Distrust",Institutional Trust,2.1875,2.3314,0.1439,32.36
REF_STY,REF/STY,ideo5,Ideology self-placement,1=Very Liberal … 5=Very Conservative,Demographics,3.0532,3.4391,0.3859,14.62
REF_STY,REF/STY,pew_religimp,Importance of religion (flipped: HIGH=more important),1=Not at all important … 4=Very important; HIGH=more religious,Religion,2.7105,2.9463,0.2358,16.14
