respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27
20411,CTR_3,CON_2,CON_1,CTR_1,CON_3,NAT_1,NAT_2,CTR_2,STY_3,REF_3,NAT_3,REF_1,REF_2,STY_1,STY_2,SD_1,SD_2,SD_3,PRG_2,LIB_3,LIB_1,DSA_3,PRG_1,DSA_1,PRG_3,LIB_2,DSA_2
20412,STY_1,STY_2,REF_3,CON_3,STY_3,REF_1,REF_2,CON_1,CON_2,SD_1,SD_2,SD_3,LIB_2,DSA_2,CTR_3,CTR_1,NAT_3,NAT_1,DSA_1,PRG_3,LIB_1,DSA_3,CTR_2,PRG_1,PRG_2,LIB_3,NAT_2
20413,REF_3,NAT_1,REF_1,CON_1,REF_2,NAT_2,CON_2,CON_3,STY_3,STY_1,STY_2,NAT_3,SD_1,SD_2,PRG_2,SD_3,LIB_1,DSA_1,DSA_2,PRG_1,LIB_2,CTR_2,CTR_1,LIB_3,DSA_3,CTR_3,PRG_3
20414,STY_2,STY_1,STY_3,SD_2,SD_1,REF_3,SD_3,REF_1,REF_2,CON_2,CON_1,CTR_2,CON_3,DSA_2,PRG_2,NAT_2,LIB_2,CTR_1,DSA_1,PRG_1,LIB_1,NAT_1,DSA_3,CTR_3,NAT_3,PRG_3,LIB_3
20415,CON_2,CON_1,CON_3,STY_2,REF_2,REF_1,STY_1,REF_3,STY_3,CTR_1,CTR_2,CTR_3,NAT_1,SD_2,NAT_2,SD_1,NAT_3,SD_3,DSA_3,PRG_2,DSA_1,PRG_1,PRG_3,LIB_3,LIB_1,LIB_2,DSA_2
20416,PRG_3,PRG_1,PRG_2,LIB_2,DSA_2,SD_2,DSA_1,LIB_1,SD_1,DSA_3,LIB_3,SD_3,STY_2,STY_1,CTR_3,CTR_1,STY_3,CTR_2,REF_2,NAT_1,REF_1,CON_1,REF_3,CON_2,CON_3,NAT_2,NAT_3
20417,SD_3,SD_1,CTR_1,STY_1,SD_2,STY_2,LIB_2,STY_3,CTR_2,LIB_1,CTR_3,LIB_3,REF_1,REF_2,REF_3,PRG_2,PRG_1,CON_1,CON_2,CON_3,NAT_3,NAT_1,DSA_2,DSA_1,PRG_3,DSA_3,NAT_2
20418,REF_2,STY_1,REF_1,REF_3,STY_2,STY_3,CON_3,CON_1,CON_2,LIB_2,SD_1,SD_2,SD_3,NAT_1,NAT_2,LIB_1,CTR_1,PRG_1,DSA_3,NAT_3,LIB_3,CTR_2,PRG_2,PRG_3,DSA_1,CTR_3,DSA_2
20419,STY_1,CTR_2,CTR_1,SD_2,REF_1,CTR_3,STY_2,REF_2,STY_3,REF_3,SD_1,SD_3,LIB_2,LIB_1,LIB_3,DSA_1,DSA_2,NAT_1,DSA_3,PRG_3,CON_1,NAT_2,PRG_1,CON_2,CON_3,NAT_3,PRG_2
20420,CTR_3,REF_2,CTR_1,REF_1,CTR_2,REF_3,STY_3,STY_1,STY_2,CON_2,SD_1,SD_2,CON_1,SD_3,CON_3,PRG_3,LIB_1,LIB_2,PRG_1,NAT_1,DSA_2,DSA_1,NAT_2,PRG_2,DSA_3,LIB_3,NAT_3
20421,LIB_1,LIB_2,LIB_3,CTR_3,CTR_1,CTR_2,STY_2,SD_2,STY_1,SD_1,STY_3,SD_3,DSA_3,DSA_1,DSA_2,REF_3,REF_1,REF_2,PRG_1,NAT_2,CON_1,NAT_1,NAT_3,CON_2,CON_3,PRG_2,PRG_3
20422,REF_1,REF_2,STY_1,REF_3,STY_2,STY_3,NAT_1,CON_1,CON_2,NAT_2,NAT_3,CON_3,DSA_1,PRG_1,LIB_2,DSA_2,PRG_2,CTR_1,LIB_1,SD_2,DSA_3,LIB_3,CTR_2,SD_1,PRG_3,CTR_3,SD_3
20423,CON_1,CTR_1,STY_2,CTR_2,CON_2,REF_1,CON_3,CTR_3,STY_1,REF_2,STY_3,REF_3,SD_2,SD_1,SD_3,LIB_1,LIB_2,PRG_2,LIB_3,PRG_1,NAT_1,PRG_3,NAT_2,DSA_3,NAT_3,DSA_1,DSA_2
20424,NAT_3,CON_2,CON_1,CON_3,NAT_1,REF_2,NAT_2,REF_1,REF_3,STY_1,STY_2,STY_3,CTR_2,CTR_1,CTR_3,SD_1,DSA_3,SD_2,SD_3,LIB_1,PRG_1,DSA_1,LIB_2,LIB_3,PRG_2,PRG_3,DSA_2
20425,STY_3,SD_1,STY_1,STY_2,SD_2,SD_3,CTR_1,CTR_2,CTR_3,LIB_1,LIB_2,REF_3,REF_1,REF_2,LIB_3,DSA_1,NAT_1,CON_2,NAT_2,NAT_3,DSA_2,PRG_3,DSA_3,PRG_1,PRG_2,CON_1,CON_3
20426,CON_2,CON_1,CON_3,REF_1,REF_2,REF_3,STY_2,STY_1,CTR_3,STY_3,CTR_1,NAT_2,NAT_1,NAT_3,CTR_2,SD_2,SD_1,SD_3,DSA_1,LIB_3,LIB_1,DSA_2,PRG_3,DSA_3,PRG_1,LIB_2,PRG_2
20427,STY_3,STY_1,SD_2,SD_1,STY_2,SD_3,REF_2,REF_1,REF_3,CTR_2,DSA_3,DSA_1,CTR_1,CTR_3,LIB_2,DSA_2,LIB_1,LIB_3,CON_1,PRG_2,NAT_1,PRG_1,PRG_3,NAT_2,CON_2,CON_3,NAT_3
20428,CON_2,REF_3,CON_1,CON_3,REF_1,STY_3,REF_2,STY_1,NAT_2,STY_2,NAT_1,NAT_3,CTR_3,CTR_1,CTR_2,DSA_3,LIB_3,PRG_2,SD_1,PRG_1,SD_2,LIB_1,PRG_3,DSA_1,DSA_2,LIB_2,SD_3
20429,CON_3,CON_1,CTR_3,CON_2,CTR_1,CTR_2,REF_1,STY_1,STY_2,STY_3,REF_2,REF_3,SD_2,SD_1,SD_3,NAT_1,NAT_2,NAT_3,DSA_1,PRG_3,LIB_3,LIB_1,PRG_1,DSA_2,PRG_2,LIB_2,DSA_3
20430,STY_3,STY_1,STY_2,REF_2,CTR_3,REF_1,CTR_1,CTR_2,REF_3,SD_2,SD_1,SD_3,NAT_3,LIB_1,LIB_2,PRG_2,PRG_1,PRG_3,DSA_3,LIB_3,CON_1,NAT_1,DSA_1,DSA_2,CON_2,NAT_2,CON_3
20431,SD_1,SD_2,SD_3,LIB_2,STY_3,DSA_3,STY_1,STY_2,DSA_1,DSA_2,LIB_1,LIB_3,CTR_3,REF_1,PRG_1,CTR_1,CTR_2,REF_2,REF_3,PRG_2,PRG_3,CON_2,NAT_1,NAT_2,CON_1,CON_3,NAT_3
20432,CTR_1,LIB_2,CTR_2,LIB_1,CTR_3,LIB_3,SD_3,SD_1,SD_2,STY_2,STY_1,STY_3,REF_2,CON_1,REF_1,REF_3,CON_2,CON_3,PRG_3,PRG_1,NAT_2,NAT_1,PRG_2,DSA_3,DSA_1,DSA_2,NAT_3
20433,PRG_1,PRG_2,DSA_3,DSA_1,LIB_1,LIB_2,PRG_3,LIB_3,DSA_2,SD_1,STY_1,SD_2,SD_3,STY_2,STY_3,CTR_1,CTR_2,CTR_3,CON_1,REF_1,NAT_1,REF_2,NAT_2,REF_3,CON_2,NAT_3,CON_3
20434,STY_2,STY_1,REF_3,STY_3,REF_1,REF_2,SD_2,SD_1,SD_3,CTR_3,CTR_1,CTR_2,PRG_1,PRG_2,DSA_3,LIB_3,NAT_1,CON_3,CON_1,PRG_3,CON_2,LIB_1,DSA_1,NAT_2,NAT_3,DSA_2,LIB_2
20435,CTR_3,STY_1,STY_2,SD_2,LIB_2,LIB_1,CTR_1,SD_1,STY_3,LIB_3,CTR_2,SD_3,REF_3,REF_1,REF_2,DSA_3,DSA_1,DSA_2,NAT_1,CON_3,PRG_2,NAT_2,NAT_3,CON_1,CON_2,PRG_1,PRG_3
20436,SD_3,LIB_1,LIB_2,DSA_1,DSA_2,SD_1,DSA_3,SD_2,LIB_3,PRG_3,STY_3,STY_1,PRG_1,PRG_2,STY_2,CTR_3,CTR_1,CTR_2,REF_1,REF_2,REF_3,NAT_3,CON_2,NAT_1,NAT_2,CON_1,CON_3
20437,STY_2,STY_1,STY_3,SD_1,SD_2,SD_3,DSA_1,REF_3,DSA_2,DSA_3,REF_1,REF_2,CON_1,CON_2,CON_3,CTR_3,LIB_3,PRG_3,LIB_1,CTR_1,LIB_2,NAT_1,PRG_1,NAT_2,CTR_2,PRG_2,NAT_3
20438,SD_1,SD_2,SD_3,CON_2,CON_1,CON_3,STY_3,STY_1,STY_2,REF_2,CTR_2,REF_1,CTR_1,REF_3,CTR_3,LIB_2,LIB_1,LIB_3,NAT_3,PRG_3,NAT_1,PRG_1,PRG_2,DSA_2,DSA_1,NAT_2,DSA_3
20439,DSA_2,DSA_1,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,NAT_2,REF_3,PRG_3,CTR_1,REF_1,REF_2,CTR_2,CON_2,CTR_3,NAT_1,NAT_3,PRG_1,CON_1,CON_3,PRG_2
20440,STY_1,STY_2,STY_3,REF_2,SD_1,REF_1,SD_2,SD_3,REF_3,CTR_1,CTR_2,CTR_3,CON_2,CON_1,CON_3,NAT_2,DSA_3,PRG_3,DSA_1,NAT_1,PRG_1,LIB_1,LIB_2,PRG_2,NAT_3,DSA_2,LIB_3
20441,STY_3,STY_1,STY_2,SD_1,SD_2,SD_3,REF_3,REF_1,REF_2,DSA_3,DSA_1,DSA_2,CON_2,PRG_1,CTR_2,LIB_3,NAT_3,CTR_1,LIB_1,CON_1,NAT_1,NAT_2,CTR_3,PRG_2,CON_3,LIB_2,PRG_3
20442,REF_2,STY_2,STY_1,SD_1,SD_2,STY_3,SD_3,REF_1,REF_3,CON_2,CON_1,CON_3,NAT_1,CTR_1,CTR_2,CTR_3,DSA_3,LIB_3,PRG_1,PRG_2,PRG_3,DSA_1,LIB_1,DSA_2,LIB_2,NAT_2,NAT_3
20443,SD_3,SD_1,CON_1,SD_2,CON_2,STY_3,STY_1,STY_2,REF_2,CON_3,REF_1,REF_3,LIB_3,LIB_1,LIB_2,CTR_2,CTR_1,CTR_3,PRG_1,PRG_2,PRG_3,NAT_1,DSA_1,NAT_2,NAT_3,DSA_2,DSA_3
20444,STY_3,SD_2,SD_1,SD_3,STY_1,STY_2,REF_2,REF_1,REF_3,CON_1,CON_2,CON_3,LIB_2,LIB_1,CTR_3,CTR_1,CTR_2,LIB_3,DSA_1,DSA_2,DSA_3,NAT_3,NAT_1,PRG_1,NAT_2,PRG_2,PRG_3
20445,SD_2,SD_1,SD_3,STY_2,STY_1,LIB_1,STY_3,LIB_2,LIB_3,DSA_3,CTR_1,CTR_2,CTR_3,DSA_1,DSA_2,REF_1,REF_2,REF_3,PRG_2,PRG_1,PRG_3,CON_1,NAT_3,NAT_1,CON_2,NAT_2,CON_3
20446,LIB_2,LIB_1,LIB_3,SD_1,SD_2,SD_3,DSA_1,PRG_3,PRG_1,STY_1,PRG_2,DSA_2,DSA_3,STY_2,STY_3,CTR_1,CTR_2,CTR_3,REF_2,REF_1,NAT_3,REF_3,NAT_1,CON_3,CON_1,NAT_2,CON_2
20447,STY_3,REF_2,SD_3,REF_1,REF_3,STY_1,SD_1,STY_2,SD_2,CTR_2,CTR_1,CTR_3,CON_1,CON_2,CON_3,LIB_2,DSA_2,LIB_1,DSA_1,NAT_1,LIB_3,PRG_3,NAT_2,DSA_3,PRG_1,NAT_3,PRG_2
20448,STY_3,SD_3,STY_1,STY_2,SD_1,SD_2,DSA_3,DSA_1,DSA_2,REF_2,REF_1,REF_3,CTR_2,NAT_3,PRG_2,NAT_1,CON_1,CTR_1,CTR_3,PRG_1,LIB_3,CON_2,PRG_3,LIB_1,LIB_2,NAT_2,CON_3
20449,REF_1,REF_2,REF_3,CTR_1,CTR_2,STY_2,STY_1,STY_3,CTR_3,SD_1,SD_2,SD_3,NAT_3,CON_2,PRG_2,CON_1,PRG_1,PRG_3,CON_3,DSA_3,LIB_2,NAT_1,LIB_1,LIB_3,DSA_1,DSA_2,NAT_2
20450,CON_1,NAT_2,CON_2,NAT_1,CON_3,NAT_3,CTR_1,REF_1,CTR_2,CTR_3,REF_2,REF_3,STY_1,STY_2,STY_3,SD_2,SD_1,LIB_1,SD_3,LIB_2,PRG_2,DSA_1,PRG_1,LIB_3,DSA_2,DSA_3,PRG_3
20451,NAT_1,NAT_2,NAT_3,REF_1,REF_2,CON_2,REF_3,CON_1,CON_3,STY_2,STY_1,STY_3,DSA_2,PRG_2,CTR_3,SD_1,CTR_1,CTR_2,LIB_2,DSA_1,PRG_1,LIB_1,DSA_3,LIB_3,SD_2,PRG_3,SD_3
20452,SD_3,STY_2,STY_1,STY_3,SD_1,SD_2,DSA_1,DSA_2,REF_1,DSA_3,REF_2,REF_3,PRG_3,NAT_2,LIB_1,NAT_1,CTR_3,NAT_3,CTR_1,LIB_2,PRG_1,CON_3,CON_1,PRG_2,CTR_2,CON_2,LIB_3
20453,LIB_1,SD_2,PRG_2,LIB_2,PRG_1,DSA_3,DSA_1,LIB_3,SD_1,DSA_2,SD_3,PRG_3,CTR_1,CTR_2,CTR_3,STY_2,STY_1,STY_3,REF_2,REF_1,NAT_3,REF_3,CON_3,CON_1,NAT_1,CON_2,NAT_2
20454,SD_3,SD_1,SD_2,STY_1,STY_2,STY_3,REF_2,REF_1,REF_3,DSA_3,DSA_1,DSA_2,CON_2,CON_1,CON_3,CTR_2,LIB_1,LIB_2,LIB_3,NAT_3,NAT_1,NAT_2,CTR_1,PRG_1,CTR_3,PRG_2,PRG_3
20455,DSA_2,PRG_3,PRG_1,PRG_2,DSA_1,DSA_3,LIB_2,LIB_1,SD_1,LIB_3,SD_2,SD_3,STY_2,STY_1,STY_3,CTR_1,CTR_2,CTR_3,NAT_1,CON_3,CON_1,NAT_2,CON_2,REF_2,REF_1,NAT_3,REF_3
20456,CON_3,CON_1,CTR_2,CON_2,CTR_1,NAT_2,CTR_3,NAT_1,REF_2,REF_1,NAT_3,REF_3,STY_2,STY_1,STY_3,SD_1,SD_2,SD_3,DSA_3,DSA_1,PRG_3,LIB_3,DSA_2,PRG_1,LIB_1,LIB_2,PRG_2
20457,SD_3,SD_1,SD_2,STY_2,STY_1,STY_3,REF_2,LIB_3,LIB_1,REF_1,REF_3,LIB_2,CTR_2,CTR_1,CTR_3,DSA_2,DSA_1,DSA_3,NAT_2,CON_1,NAT_1,PRG_2,CON_2,PRG_1,PRG_3,NAT_3,CON_3
20458,STY_1,REF_1,REF_2,REF_3,STY_2,STY_3,CON_3,CON_1,CON_2,SD_1,SD_2,SD_3,DSA_1,CTR_3,DSA_2,NAT_1,LIB_2,PRG_1,PRG_2,DSA_3,CTR_1,CTR_2,PRG_3,LIB_1,LIB_3,NAT_2,NAT_3
20459,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,CON_2,SD_1,CON_1,CON_3,SD_2,SD_3,CTR_3,NAT_2,CTR_1,LIB_1,LIB_2,NAT_1,PRG_1,DSA_2,DSA_1,NAT_3,PRG_2,PRG_3,LIB_3,CTR_2,DSA_3
20460,CTR_2,CON_2,CTR_1,CTR_3,CON_1,CON_3,STY_3,REF_3,REF_1,NAT_3,STY_1,NAT_1,NAT_2,REF_2,STY_2,SD_2,SD_1,SD_3,LIB_3,DSA_3,LIB_1,DSA_1,PRG_1,PRG_2,LIB_2,DSA_2,PRG_3
20461,SD_1,LIB_2,SD_2,SD_3,LIB_1,LIB_3,STY_3,STY_1,STY_2,DSA_2,DSA_1,CTR_2,CTR_1,DSA_3,CTR_3,REF_2,REF_1,REF_3,CON_1,NAT_1,NAT_2,NAT_3,PRG_2,CON_2,CON_3,PRG_1,PRG_3
20462,CTR_3,CON_2,CTR_1,CTR_2,CON_1,CON_3,STY_1,STY_2,SD_2,LIB_2,SD_1,REF_2,SD_3,STY_3,REF_1,REF_3,LIB_1,LIB_3,DSA_3,PRG_2,PRG_1,DSA_1,NAT_2,NAT_1,PRG_3,NAT_3,DSA_2
20463,SD_3,SD_1,SD_2,STY_2,STY_1,STY_3,CON_2,CON_1,CON_3,REF_2,REF_1,REF_3,NAT_1,DSA_1,LIB_3,NAT_2,DSA_2,CTR_1,PRG_2,DSA_3,NAT_3,PRG_1,CTR_2,PRG_3,LIB_1,CTR_3,LIB_2
20464,DSA_1,SD_3,DSA_2,SD_1,SD_2,DSA_3,STY_2,STY_1,STY_3,REF_2,REF_1,LIB_3,REF_3,LIB_1,LIB_2,NAT_1,CON_3,CTR_3,PRG_3,CON_1,CTR_1,NAT_2,PRG_1,CTR_2,CON_2,NAT_3,PRG_2
20465,SD_1,SD_2,SD_3,STY_2,LIB_2,LIB_1,STY_1,CTR_1,STY_3,LIB_3,CTR_2,REF_3,CTR_3,REF_1,REF_2,DSA_2,DSA_1,DSA_3,PRG_3,PRG_1,CON_1,NAT_1,NAT_2,CON_2,PRG_2,CON_3,NAT_3
20466,REF_1,STY_3,STY_1,REF_2,REF_3,CON_3,CON_1,STY_2,CON_2,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_2,CTR_2,PRG_3,CTR_1,DSA_1,LIB_1,DSA_2,DSA_3,LIB_3,PRG_1,PRG_2,CTR_3
20467,CON_2,CON_1,CON_3,STY_2,CTR_3,STY_1,STY_3,REF_2,REF_1,REF_3,CTR_1,CTR_2,SD_3,SD_1,SD_2,LIB_2,DSA_3,LIB_1,DSA_1,NAT_2,PRG_1,LIB_3,PRG_2,PRG_3,NAT_1,DSA_2,NAT_3
20468,CON_1,CTR_3,STY_3,CTR_1,CTR_2,CON_2,CON_3,REF_1,STY_1,REF_2,STY_2,REF_3,SD_3,SD_1,SD_2,NAT_1,NAT_2,NAT_3,PRG_3,LIB_2,PRG_1,LIB_1,LIB_3,DSA_1,DSA_2,PRG_2,DSA_3
20469,CON_2,CTR_2,CON_1,CTR_1,CON_3,CTR_3,REF_2,REF_1,REF_3,NAT_1,STY_2,NAT_2,NAT_3,STY_1,STY_3,SD_2,SD_1,SD_3,PRG_3,PRG_1,DSA_1,DSA_2,LIB_2,LIB_1,DSA_3,PRG_2,LIB_3
20470,CTR_3,CON_1,CON_2,CTR_1,NAT_2,CON_3,NAT_1,CTR_2,NAT_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,SD_3,DSA_3,SD_1,SD_2,LIB_2,DSA_1,LIB_1,LIB_3,DSA_2,PRG_3
20471,CON_1,CON_2,CON_3,NAT_2,REF_3,NAT_1,REF_1,REF_2,STY_3,NAT_3,STY_1,STY_2,CTR_1,CTR_2,CTR_3,SD_3,SD_1,SD_2,LIB_1,DSA_1,LIB_2,DSA_2,DSA_3,LIB_3,PRG_3,PRG_1,PRG_2
20472,CON_1,CON_2,CON_3,NAT_2,REF_2,NAT_1,REF_1,CTR_2,NAT_3,REF_3,STY_1,CTR_1,CTR_3,STY_2,STY_3,SD_3,SD_1,SD_2,PRG_3,LIB_2,DSA_3,PRG_1,LIB_1,DSA_1,LIB_3,PRG_2,DSA_2
20473,LIB_1,LIB_2,LIB_3,DSA_2,SD_1,DSA_1,PRG_1,DSA_3,SD_2,PRG_2,PRG_3,SD_3,CTR_1,CTR_2,STY_2,STY_1,STY_3,CTR_3,REF_2,REF_1,REF_3,NAT_1,CON_1,CON_2,NAT_2,NAT_3,CON_3
20474,CTR_1,CTR_2,CTR_3,CON_3,CON_1,CON_2,SD_1,REF_1,SD_2,REF_2,STY_2,STY_1,SD_3,STY_3,REF_3,LIB_1,LIB_2,LIB_3,PRG_2,DSA_2,DSA_1,DSA_3,PRG_1,NAT_2,PRG_3,NAT_1,NAT_3
20475,CTR_1,CTR_2,CTR_3,STY_1,SD_1,SD_2,CON_1,STY_2,CON_2,STY_3,CON_3,SD_3,REF_2,REF_1,REF_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,NAT_2,PRG_3,PRG_1,NAT_1,PRG_2,DSA_3,NAT_3
20476,CTR_1,CON_3,CON_1,STY_1,CTR_2,CTR_3,CON_2,STY_2,REF_1,REF_2,SD_1,SD_2,STY_3,SD_3,REF_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,PRG_2,PRG_1,DSA_3,PRG_3
20477,LIB_2,SD_3,LIB_1,LIB_3,DSA_1,SD_1,DSA_2,DSA_3,PRG_1,SD_2,PRG_2,PRG_3,STY_2,STY_1,CTR_2,STY_3,CTR_1,CTR_3,REF_1,REF_2,CON_3,REF_3,CON_1,NAT_3,NAT_1,CON_2,NAT_2
20478,DSA_2,DSA_1,DSA_3,SD_1,SD_2,SD_3,STY_2,STY_1,STY_3,LIB_2,LIB_1,LIB_3,NAT_2,REF_1,CTR_3,PRG_2,CON_2,CTR_1,NAT_1,CON_1,PRG_1,NAT_3,CON_3,CTR_2,REF_2,PRG_3,REF_3
20479,PRG_2,PRG_1,PRG_3,SD_1,LIB_1,LIB_2,LIB_3,DSA_2,DSA_1,SD_2,DSA_3,SD_3,STY_3,STY_1,STY_2,CTR_1,CTR_2,CTR_3,CON_1,REF_2,REF_1,NAT_1,REF_3,NAT_2,CON_2,CON_3,NAT_3
20480,SD_1,SD_2,STY_1,STY_2,SD_3,STY_3,REF_3,REF_1,REF_2,CTR_3,CON_2,NAT_3,DSA_2,PRG_1,DSA_1,NAT_1,CON_1,LIB_2,CTR_1,LIB_1,CTR_2,NAT_2,PRG_2,DSA_3,LIB_3,CON_3,PRG_3
20481,CTR_2,STY_3,STY_1,CTR_1,STY_2,CTR_3,REF_2,REF_1,REF_3,SD_1,CON_2,CON_1,SD_2,CON_3,SD_3,LIB_2,LIB_1,DSA_2,LIB_3,NAT_3,DSA_1,NAT_1,DSA_3,PRG_1,PRG_2,PRG_3,NAT_2
20482,NAT_1,NAT_2,NAT_3,REF_2,REF_1,REF_3,CON_3,CON_1,CON_2,STY_2,STY_1,STY_3,SD_1,PRG_3,PRG_1,DSA_2,CTR_2,LIB_2,LIB_1,LIB_3,PRG_2,DSA_1,CTR_1,SD_2,CTR_3,DSA_3,SD_3
20483,CTR_1,CTR_2,CTR_3,SD_2,STY_3,SD_1,STY_1,STY_2,SD_3,LIB_1,LIB_2,LIB_3,REF_3,REF_1,REF_2,CON_3,CON_1,CON_2,NAT_3,NAT_1,PRG_3,DSA_2,PRG_1,DSA_1,PRG_2,NAT_2,DSA_3
20484,CON_1,CON_2,CON_3,STY_1,REF_1,REF_2,REF_3,STY_2,STY_3,SD_3,SD_1,SD_2,NAT_2,NAT_1,NAT_3,PRG_1,CTR_1,DSA_3,DSA_1,LIB_3,PRG_2,LIB_1,DSA_2,CTR_2,PRG_3,CTR_3,LIB_2
20485,STY_1,SD_1,STY_2,STY_3,SD_2,SD_3,REF_3,REF_1,REF_2,NAT_3,DSA_3,CTR_3,CON_3,CTR_1,LIB_1,CON_1,PRG_1,PRG_2,NAT_1,LIB_2,DSA_1,PRG_3,CON_2,DSA_2,NAT_2,LIB_3,CTR_2
20486,STY_2,PRG_2,STY_1,PRG_1,SD_1,SD_2,LIB_3,LIB_1,PRG_3,LIB_2,DSA_3,SD_3,DSA_1,DSA_2,STY_3,CTR_2,CTR_1,CTR_3,REF_3,REF_1,REF_2,CON_1,NAT_1,CON_2,CON_3,NAT_2,NAT_3
20487,LIB_2,CTR_1,LIB_1,LIB_3,SD_1,SD_2,CTR_2,CON_1,CON_2,CTR_3,CON_3,SD_3,STY_2,STY_1,STY_3,REF_1,REF_2,REF_3,DSA_3,NAT_2,PRG_3,PRG_1,NAT_1,DSA_1,PRG_2,NAT_3,DSA_2
20488,SD_1,SD_2,STY_2,SD_3,STY_1,STY_3,REF_3,REF_1,REF_2,CON_1,CON_2,CON_3,CTR_1,LIB_1,CTR_2,CTR_3,LIB_2,LIB_3,PRG_3,DSA_1,PRG_1,NAT_1,DSA_2,PRG_2,DSA_3,NAT_2,NAT_3
20489,STY_1,STY_2,STY_3,REF_3,REF_1,REF_2,SD_1,SD_2,SD_3,CON_2,CON_1,CON_3,NAT_2,NAT_1,DSA_3,CTR_3,LIB_3,LIB_1,CTR_1,DSA_1,NAT_3,PRG_2,LIB_2,CTR_2,PRG_1,DSA_2,PRG_3
20490,SD_2,SD_1,SD_3,STY_3,DSA_1,STY_1,DSA_2,STY_2,DSA_3,REF_1,REF_2,REF_3,LIB_2,LIB_1,LIB_3,NAT_2,CTR_2,CON_1,CTR_1,NAT_1,CON_2,PRG_2,CTR_3,CON_3,PRG_1,NAT_3,PRG_3
20491,STY_1,SD_3,STY_2,SD_1,CON_1,CON_2,CON_3,SD_2,STY_3,CTR_2,LIB_1,CTR_1,CTR_3,REF_2,LIB_2,LIB_3,REF_1,REF_3,NAT_2,PRG_3,PRG_1,DSA_3,NAT_1,PRG_2,DSA_1,NAT_3,DSA_2
20492,STY_1,REF_3,CTR_1,STY_2,CTR_2,STY_3,CTR_3,REF_1,REF_2,CON_1,CON_2,CON_3,SD_2,SD_1,SD_3,LIB_3,LIB_1,LIB_2,DSA_3,DSA_1,NAT_2,PRG_2,NAT_1,PRG_1,PRG_3,DSA_2,NAT_3
20493,LIB_2,LIB_1,LIB_3,SD_2,CTR_2,SD_1,CTR_1,SD_3,CTR_3,STY_1,STY_2,STY_3,PRG_3,PRG_1,PRG_2,REF_3,REF_1,REF_2,DSA_3,DSA_1,DSA_2,CON_3,CON_1,CON_2,NAT_2,NAT_1,NAT_3
20494,CON_2,CON_1,CON_3,STY_2,STY_1,STY_3,CTR_1,SD_2,SD_1,REF_2,REF_1,CTR_2,REF_3,CTR_3,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,PRG_1,DSA_2,PRG_2,NAT_2,NAT_1,PRG_3,NAT_3,DSA_3
20495,SD_3,DSA_1,SD_1,PRG_1,STY_3,SD_2,STY_1,DSA_2,STY_2,DSA_3,PRG_2,LIB_2,PRG_3,LIB_1,LIB_3,CTR_2,REF_2,CTR_1,CTR_3,REF_1,REF_3,CON_2,CON_1,NAT_3,CON_3,NAT_1,NAT_2
20496,SD_3,STY_2,SD_1,STY_1,SD_2,STY_3,REF_3,REF_1,REF_2,CON_2,CON_1,CON_3,DSA_1,DSA_2,DSA_3,PRG_3,LIB_3,PRG_1,CTR_2,NAT_1,CTR_1,PRG_2,CTR_3,LIB_1,NAT_2,LIB_2,NAT_3
20497,REF_2,REF_1,REF_3,NAT_3,NAT_1,NAT_2,CON_1,CON_2,STY_3,STY_1,CON_3,STY_2,CTR_1,SD_1,PRG_2,CTR_2,DSA_3,LIB_1,SD_2,DSA_1,DSA_2,LIB_2,LIB_3,PRG_1,CTR_3,SD_3,PRG_3
20498,CTR_2,LIB_2,CTR_1,SD_2,SD_1,CTR_3,REF_1,SD_3,LIB_1,CON_3,CON_1,CON_2,LIB_3,STY_1,REF_2,REF_3,STY_2,STY_3,NAT_1,DSA_2,PRG_3,PRG_1,NAT_2,DSA_1,DSA_3,NAT_3,PRG_2
20499,CON_1,REF_1,CON_2,CON_3,REF_2,REF_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,CTR_3,NAT_3,CTR_1,CTR_2,LIB_1,DSA_3,PRG_3,LIB_2,SD_1,SD_2,SD_3,PRG_1,PRG_2,DSA_1,DSA_2,LIB_3
20500,LIB_3,SD_1,LIB_1,STY_2,LIB_2,SD_2,SD_3,CTR_2,CTR_1,CTR_3,STY_1,STY_3,REF_1,REF_2,REF_3,DSA_2,DSA_1,DSA_3,PRG_2,CON_2,PRG_1,CON_1,CON_3,PRG_3,NAT_3,NAT_1,NAT_2
